
💫央视频道,#genre#
深海探奇,https://vip.ffzy-play7.com/20230607/25782_6d7c594b/2000k/hls/mixed.m3u8#https://e25bb722b2579fd95bbfa2eefc9683c8.rdt.tfogc.com:49156/om.tc.qq.com/video.dispatch.tc.qq.com/w0015na3brj.mp4?mkey=82cfadb54cb46a9e6f3b2227f2ad078a&name=svip_cygc_xyz&vkey=EE045B5946158761B0CF28E44D0E16B37E57F92E790F22D4B68A95C0464CFBCB638EA01036F8D428027CE78BB4AFC07ABD7EE53F894C887F65F77B1CF939E4E93F5E458B3C409664C660229F1A966ABA380E7B44F0A5F5CD181FDE7AD94BFCAB4A17764BCF9999D4D16C8614746316808B01AF25470AB11B517600CF0AF5DA540CF3CCAAF026C4E4CD41742813797AB28565ABD537E21AA4&sdtfrom=v1010&type=mp4&platform=10901&br=117&fmt=10217&ver=0&sp=1&guid=a510615b119ec10fc18a43f10410fd06dae3&cip=118.112.240.209&cpro=31&cisp=1&stdfrom=1100&proto=https
天坛,https://vip.ffzy-play7.com/20230607/25773_8d06a69a/2000k/hls/mixed.m3u8
寻找外星生命,https://vip.ffzy-play7.com/20230607/25776_eecc2ce2/2000k/hls/mixed.m3u8
深蓝,https://dow.dowlz2.com//20220409/1430_ba49ec59/深蓝2003.mp4#https://vip.lz-cdn1.com/20220409/1430_ba49ec59/1200k/hls/mixed.m3u8#https://vip.ffzy-play7.com/20230607/25768_f52e29e0/2000k/hls/mixed.m3u8
就是这样,https://vip.ffzy-play7.com/20230607/25760_1ae3a1ff/2000k/hls/mixed.m3u8#
偶像的一生,https://dow.dowlz2.com//20220422/2907_3ba8c15e/迈克尔·杰克逊：偶像的一生2011.mp4#https://vip.lz-cdn1.com/20220422/2907_3ba8c15e/1200k/hls/mixed.m3u8#https://vip.ffzy-play7.com/20230607/25762_7181e834/2000k/hls/mixed.m3u8
神奇的海洋,https://vip.ffzy-play7.com/20230607/25769_e57d9da1/2000k/hls/mixed.m3u8
生命的速度,https://vip.ffzy-play7.com/20230607/25771_f3e2363d/2000k/hls/mixed.m3u8
末日来临时,https://vip.ffzy-play7.com/20230607/25764_d1f829eb/2000k/hls/mixed.m3u8
凝视深渊,https://dow.dowlzi.com/20220405/1085_514b3675/凝视深渊.into.the.abyss.2011.mp4#https://vip.lz-cdn1.com/20220405/1085_514b3675/1200k/hls/mixed.m3u8#https://vip.ffzy-play7.com/20230607/25767_f692eae5/2000k/hls/mixed.m3u8
自然力量,https://vip.ffzy-play7.com/20230607/25754_ead5fb9a/2000k/hls/mixed.m3u8
天生狂野,https://vip.ffzy-play7.com/20230607/25759_59ace9e7/2000k/hls/mixed.m3u8
红色翅膀：火烈鸟故事,https://dow.dowlzi.com/20220325/532_7be0ab10/红色翅膀：火烈鸟故事2008.mp4#https://vip.lz-cdn2.com/20220325/532_7be0ab10/1200k/hls/mixed.m3u8#https://vip.ffzy-play7.com/20230607/25758_bef1733c/2000k/hls/mixed.m3u8
国际空间站,https://vip.ffzy-play7.com/20230607/25736_4d84ea13/2000k/hls/mixed.m3u8
执着的梦想,https://vip.ffzy-play7.com/20230607/25740_84511cdd/2000k/hls/mixed.m3u8
决胜深海,https://upos-sz-estghw.bilivideo.com/upgcxcode/27/01/240080127/240080127_f9-1-400.mp4?e=ig8euxZM2rNcNbRVhwdVhwdlhWdVhwdVhoNvNC8BqJIzNbfq9rVEuxTEnE8L5F6VnEsSTx0vkX8fqJeYTj_lta53NCM=&uipk=5&nbs=1&deadline=1688420568&gen=playurlv2&os=upos&oi=730506427&trid=da83fc3526894cfea49fc6262debf793p&mid=0&platform=html5&upsig=10ce02e321c2a573a7a207e1f86e7ac1&uparams=e,uipk,nbs,deadline,gen,os,oi,trid,mid,platform&bvc=vod&nettype=0&orderid=0,1&buvid=433C875D-8A1B-DF98-9D2D-645373CF754670767infoc&build=0&bw=52406&logo=80000000
人类登陆火星,https://hnzy.bfvvs.com/play/penlgpYb/index.m3u8
007之声,https://vip.lz-cdn10.com/20221008/2690_9db785ac/1200k/hls/mixed.m3u8#https://vip.ffzy-online2.com/20230601/38665_15bfae39/2000k/hls/mixed.m3u8
穿越苍穹：行者无疆,https://hnzy.bfvvs.com/play/9b6xw09e/index.m3u8
约翰·刘易斯,https://vip.lz-cdn1.com/20230526/21041_a9e6280f/2000k/hls/mixed.m3u8
平民拆弹英雄,https://vip.lz-cdn1.com/20230525/21036_48d44adf/2000k/hls/mixed.m3u8
零重力,https://vip.lz-cdn1.com/20230520/21031_880a544c/2000k/hls/mixed.m3u8
泽连斯基的故事,https://vip.lz-cdn1.com/20230516/21006_6a27bbfd/2000k/hls/mixed.m3u8
金装武术电影大全,https://vip.lz-cdn7.com/20230420/15472_c77985f2/2000k/hls/mixed.m3u8
船·承,https://v9.dious.cc/20230511/FH7xfDsQ/1500kb/hls/uBm9i8mx.ts
大迷信-粤,https://vip.lz-cdn7.com/20230507/15871_6c18e74a/2000k/hls/mixed.m3u8
大迷信-国,https://vip.lz-cdn7.com/20230507/15874_87de3ca5/2000k/hls/mixed.m3u8
私钟真面目,https://vip.lz-cdn7.com/20230507/15880_e1aee52e/2000k/hls/mixed.m3u8#https://vip.ffzy-play7.com/20230509/24326_30e09d7c/2000k/hls/mixed.m3u8
漫游火星,https://vip.lz-cdn7.com/20230228/14624_e9945944/2000k/hls/mixed.m3u8#https://vip.ffzy-play7.com/20230504/23921_5d62304a/2000k/hls/mixed.m3u8
蓝色星球,https://vip.lz-cdn7.com/20230415/15402_faa74f64/2000k/hls/mixed.m3u8#https://vip.ffzy-play7.com/20230423/22847_569a87c2/2000k/hls/mixed.m3u8
诺曼底1944,https://vip.lz-cdn7.com/20221228/12997_b3e72ece/2000k/hls/mixed.m3u8#https://vip.ffzy-play7.com/20230420/22563_ee6ee109/2000k/hls/mixed.m3u8
失落的日本战列舰,https://vip.lzcdn2.com/20221229/23014_ad82b14d/1800k/hls/mixed.m3u8#https://vip.ffzy-play7.com/20230416/22485_72da855b/2000k/hls/mixed.m3u8
乡村里的中国,https://vip.lz-cdn7.com/20230109/13340_35629395/2000k/hls/mixed.m3u8#https://vip.ffzy-play7.com/20230416/22425_9b3fd01b/2000k/hls/mixed.m3u8
沙漠疯狂：巴黎-达喀尔拉力赛,https://vip.lz-cdn7.com/20230110/13354_5fe6454c/2000k/hls/mixed.m3u8#https://vip.ffzy-play7.com/20230416/22388_fa38e807/2000k/hls/mixed.m3u8
看见台湾,https://vip.lz-cdn7.com/20230104/13223_108b1807/2000k/hls/mixed.m3u8#https://vip.ffzy-play7.com/20230415/22302_4f5b50e0/2000k/hls/mixed.m3u8
核弹,https://vip.lz-cdn7.com/20221202/12247_8ee3abc4/2000k/hls/mixed.m3u8
战车乐队：巴黎,https://vip.lz-cdn3.com/20221103/15443_1a28c00a/1200k/hls/mixed.m3u8
家园,https://vip.lz-cdn1.com/20221031/18014_d2159c88/1200k/hls/mixed.m3u8
C罗：独一无二,https://vip.lz-cdn10.com/20221023/2876_e679d3d2/1200k/hls/mixed.m3u8
战地摄影师,https://dow.dowlz5.com/20220512/5223_91f0ced6/战地摄影师 War Photographer (2001).mp4#https://vip.lz-cdn1.com/20220512/5223_91f0ced6/1200k/hls/mixed.m3u8
舒马赫,https://dow.dowlzi.com/20220317/234_9522c9fb/舒马赫.mp4#https://vip.lz-cdn1.com/20220317/234_9522c9fb/1200k/hls/mixed.m3u8
极限乔丹,https://dow.dowlz5.com/20220524/6544_ef9958cf/极限乔丹 Michael Jordan to the Max (2000).mp4#https://vip.lz-cdn1.com/20220524/6544_ef9958cf/1200k/hls/mixed.m3u8
孤身绝壁,https://vip.lz-cdn2.com/20220331/1531_5987a2ad/1800k/hls/mixed.m3u8
冥王星：死而复生,https://vip.lz-cdn1.com/20220330/679_e2d95ef0/1800k/hls/mixed.m3u8
神秘的混沌理论,https://dow.dowlzi.com/20220404/900_0cc2f6ba/神秘的混沌理论.The.Secret.Life.of.Chaos.2010.mp4#https://vip.lz-cdn1.com/20220404/900_0cc2f6ba/1200k/hls/mixed.m3u8
比特币的崛起,https://dow.dowlz2.com//20220412/3090_e3afee82/比特币的崛起 The Rise and Rise of Bitcoin (2014).mp4
中国之谜,https://dow.dowlz2.com//20220416/3483_32a4e52e/中国之谜.Mysteries.of.Ancient.China.2016.mp4
未曾确认,https://dow.dowlz2.com//20220416/3512_a5f7264c/未曾确认.Unacknowledged.2017.mp4

《西游·降魔篇》纪录片,https://vip.lz-cdn1.com/20220420/2633_ea2347fd/1200k/hls/mixed.m3u8
独立游戏大电影,https://dow.dowlz5.com/20220423/4288_c2596884/独立游戏大电影.mp4
伟大的领袖和导师,https://vip.lz-cdn2.com/20220427/4659_28294452/1200k/hls/mixed.m3u8
狐狸的故事,https://vip.lz-cdn1.com/20220524/6547_2010dd73/1200k/hls/mixed.m3u8
诈骗大师 - 第01集,https://dow.dowlz5.com/20220613/10743_6c76af94/诈骗大师01.mp4
诈骗大师 - 第02集,https://dow.dowlz5.com/20220613/10752_afc9a2b7/诈骗大师02.mp4
诈骗大师 - 第03集,https://dow.dowlz5.com/20220613/10758_135cccfd/诈骗大师03.mp4
诈骗大师 - 第04集,https://dow.dowlz5.com/20220613/10760_819d9c5a/诈骗大师04.mp4
人类：体内的世界 - 第01集,https://dow.dowlz5.com/20220620/12753_32f47d69/人类体内的世界01.mp4
人类：体内的世界 - 第02集,https://dow.dowlz5.com/20220620/12758_8aa60ac1/人类体内的世界02.mp4
人类：体内的世界 - 第03集,https://dow.dowlz5.com/20220620/12763_ee665841/人类体内的世界03.mp4
人类：体内的世界 - 第04集,https://dow.dowlz5.com/20220620/12767_c60a2de6/人类体内的世界04.mp4
人类：体内的世界 - 第05集,https://dow.dowlz5.com/20220620/12773_5704f0ea/人类体内的世界05.mp4
人类：体内的世界 - 第06集,https://dow.dowlz5.com/20220620/12776_2bbf4bd2/人类体内的世界06.mp4
登山家,https://dow.dowlz5.com/20220621/9261_f51a433d/登山家.The.Alpinist.2021.mp4
雪龙2号 - 第01集,https://dow.dowlz5.com/20220627/327_e1138332/雪龙2号01.mp4
雪龙2号 - 第02集,https://dow.dowlz5.com/20220627/328_5115f688/雪龙2号02.mp4
北斗 - 第01集,https://dow.dowlz5.com/20220629/381_02e7238f/北斗01.mp4
北斗 - 第02集,https://dow.dowlz5.com/20220629/382_a6e576fe/北斗02.mp4
北斗 - 第03集,https://dow.dowlz5.com/20220629/380_b42f15d3/北斗03.mp4
外星世界 - 第01集,https://dow.dowlz7.com/20220705/10506_dd0f7f6f/外星世界01.mp4
外星世界 - 第02集,https://dow.dowlz7.com/20220705/10507_694fa4c6/外星世界02.mp4
外星世界 - 第03集,https://dow.dowlz7.com/20220705/10508_78edc95d/外星世界03.mp4
外星世界 - 第04集,https://dow.dowlz7.com/20220705/10509_9958df7d/外星世界04.mp4
詹姆斯·卡梅隆的科幻故事 - 第01集,https://dow4.dowlzi.com/20220802/7743_73d4ad3d/詹姆斯卡梅隆的科幻故事01.mp4
詹姆斯·卡梅隆的科幻故事 - 第02集,https://dow4.dowlzi.com/20220802/7744_321e41a4/詹姆斯卡梅隆的科幻故事02.mp4
詹姆斯·卡梅隆的科幻故事 - 第03集,https://dow4.dowlzi.com/20220802/7745_0de4df3d/詹姆斯卡梅隆的科幻故事03.mp4
詹姆斯·卡梅隆的科幻故事 - 第04集,https://dow4.dowlzi.com/20220802/7746_06fe0672/詹姆斯卡梅隆的科幻故事04.mp4
詹姆斯·卡梅隆的科幻故事 - 第05集,https://dow4.dowlzi.com/20220802/7747_243ad11e/詹姆斯卡梅隆的科幻故事05.mp4
詹姆斯·卡梅隆的科幻故事 - 第06集,https://dow4.dowlzi.com/20220802/7748_cfe81c52/詹姆斯卡梅隆的科幻故事06.mp4
伊隆·马斯克：现实版钢铁侠,https://dow4.dowlzi.com/20220803/10597_f9e17d3b/伊隆·马斯克：现实版钢铁侠.mp4
数电影的人,https://dow4.dowlzi.com/20220812/11280_3d4cb947/数电影的人.mp4
秦始皇陵的惊天秘密,https://dow.dowlz10.com/20220916/13644_40736586/秦始皇陵的惊天秘密.mp4
零日,https://dow.dowlz10.com/20220916/13643_d760d700/零日.mp4
老摇滚,https://dow.dowlz10.com/20220914/13388_f6ab0913/老摇滚.mp4
少年心气,https://dow.dowlz10.com/20220913/13300_c42ef655/少年心气.mp4
丁丁的影子：埃尔热,https://dow.dowlz10.com/20220911/13189_ef3b4885/《丁丁历险记》作者埃尔热.mp4
美国历史长津湖战役,https://dow.dowlz10.com/20220910/13138_77e1b9c4/美国历史：长津湖战役.mp4
航空母舰：七海卫士,https://dow.dowlz10.com/20220907/12893_524b877e/航空母舰：七海卫士.mp4
第十三修正案,https://dow.dowlz10.com/20220907/12901_5828281a/第十三修正案.mp4
可口vs百事：可乐之战,https://dow.dowlz10.com/20220828/12160_72cb6c34/可口可乐对百事可乐.可乐之战.Coca.Cola.Vs.Pepsi.Cola.Wars.mp4
制作音效：电影声音的艺术,https://dow.dowlz10.com/20220830/12291_5e976c40/制作音效：电影声音的艺术.Making.Waves.The.Art.of.Cinematic.Sound.2019.mp4
休斯顿，我们有麻烦了！,https://dow.dowlz10.com/20220903/12603_dc9e8caf/休斯顿，我们有麻烦了.mp4

123,https://cdn77-vid.xvideos-cdn.com/Fn3-DXVA7Q2-2A0SSzpBzA==,1688422400/videos/hls/d4/58/d7/d458d7ecfbf5cb180e734256e09b4e23/hls-480p-60031.m3u8















凤凰中文,http://61.221.81.93:8078/hls/21/80/phoenixch.m3u8
凤凰中文,https://17186.eu.org/php/phtv/fhzx.flv
凤凰资讯,http://61.221.81.93:8078/hls/20/80/phoenixif.m3u8
凤凰资讯,https://17186.eu.org/php/phtv/fhzx.flv
凤凰香港,https://17186.eu.org/php/phtv/fhhk.flv
翡翠台,http://r.jdshipin.com/62WM7
翡翠台,http://r.jdshipin.com/n90gt
无线新闻,http://live.cooltv.top/tv/tvb.php?id=0
无线财经,http://live.cooltv.top/tv/tvb.php?id=2









🎈卫视直播124,#genre#
江苏卫视,http://125.210.152.19:9120/live/hzgq-jswsgq-h264.m3u8
北京卫视,http://125.210.152.19:9120/live/hzgq-bjgqws-h264.m3u8
浙江卫视,http://125.210.152.19:9120/live/hzgq-zjwsgq-h264.m3u8
东方卫视,http://125.210.152.19:9120/live/hzgq-dftvgq-h264.m3u8
深圳卫视,http://125.210.152.19:9120/live/hzgq-szwsgq-h264.m3u8
辽宁卫视,http://125.210.152.19:9120/live/hzgq-lnwsgq-h264.m3u8
天津卫视,http://125.210.152.19:9120/live/hzgq-tjwsgq-h264.m3u8
四川卫视,http://125.210.152.19:9120/live/hzgq-ssws-h264.m3u8
重庆卫视,http://125.210.152.19:9120/live/hzgq-cqwsgq-h264.m3u8
云南卫视,http://125.210.152.19:9120/live/hzgq-ynwsgq-h264.m3u8
黑龙江卫视,http://125.210.152.19:9120/live/hzgq-hljwsgq-h264.m3u8
安徽卫视,http://125.210.152.19:9120/live/hzgq-ahwsgq-h264.m3u8
河北卫视,http://125.210.152.19:9120/live/hzgq-hbwsgq1-h264.m3u8
江西卫视,http://125.210.152.19:9120/live/hzgq-jxwsgq-h264.m3u8
湖北卫视,http://125.210.152.19:9120/live/hzgq-hbwsgq-h264.m3u8
海南卫视,http://125.210.152.19:9120/live/hszx-lytv-h264.m3u8
吉林卫视,http://125.210.152.19:9120/live/hzgq-jlwsgq-h264.m3u8
内蒙古卫视,http://125.210.152.19:9120/live/hszx-nmgtv-h264.m3u8
湖南卫视,http://125.210.152.19:9120/live/hzgq-hnwsgq-h264.m3u8
广东卫视,http://125.210.152.19:9120/live/hzgq-gdwsgq-h264.m3u8
兵团卫视,http://125.210.152.19:9120/live/hszx-bttv-h264.m3u8
宁夏卫视,http://125.210.152.19:9120/live/hszx-nxtv-h264.m3u8
青海卫视,http://125.210.152.19:9120/live/hszx-qhtv-h264.m3u8
新疆卫视,http://125.210.152.19:9120/live/hszx-xjtv-h264.m3u8
西藏卫视,http://125.210.152.19:9120/live/hszx-xztv-h264.m3u8
北京纪实,http://125.210.152.19:9120/live/hszx-bjjs-h264.m3u8
甘肃卫视,http://125.210.152.19:9120/live/hszx-gstv-h264.m3u8
山东卫视,http://125.210.152.19:9120/live/hzgq-sdwsgq-h264.m3u8
陕西卫视,http://125.210.152.19:9120/live/hszx-shanxitv-h264.m3u8
陕西卫视,http://125.210.152.19:9120/live/hszx-sxtv-h264.m3u8
🎈卫视直播39134,#genre#
安徽卫视,http://39.134.136.151:6610/000000001000/1000000001000020780/index.m3u8?channel-id=ystenlive&Contentid=1000000001000020780&livemode=1&stbId=00
北京卫视,http://39.134.136.151:6610/000000001000/1000000001000017156/index.m3u8?channel-id=ystenlive&Contentid=1000000001000017156&livemode=1&stbId=00
北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
大湾区卫视,http://39.134.136.151:6610/000000001000/1000000002000011619/index.m3u8?channel-id=ystenlive&Contentid=1000000002000011619&livemode=1&stbId=00
东方卫视,http://39.134.136.151:6610/000000001000/1000000001000005866/index.m3u8?channel-id=ystenlive&Contentid=1000000001000005866&livemode=1&stbId=00
东南卫视,http://39.134.136.151:6610/000000001000/1000000002000009263/index.m3u8?channel-id=ystenlive&Contentid=1000000002000009263&livemode=1&stbId=00
甘肃卫视,http://39.134.136.151:6610/000000001000/1000000002000017827/index.m3u8?channel-id=ystenlive&Contentid=1000000002000017827&livemode=1&stbId=00
广东卫视,http://39.134.136.151:6610/000000001000/1000000001000014176/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=00
广西卫视,http://39.134.136.151:6610/000000001000/1000000002000019837/index.m3u8?channel-id=ystenlive&Contentid=1000000002000019837&livemode=1&stbId=00
贵州卫视,http://39.134.136.151:6610/000000001000/1000000002000003169/index.m3u8?channel-id=ystenlive&Contentid=1000000002000003169&livemode=1&stbId=00
海南卫视,http://39.134.136.151:6610/000000001000/7899627377857656087/index.m3u8?channel-id=ystenlive&Contentid=7899627377857656087&livemode=1&stbId=00
海南卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
河北卫视,http://39.134.136.151:6610/000000001000/1000000002000017118/index.m3u8?channel-id=ystenlive&Contentid=1000000002000017118&livemode=1&stbId=00
河南卫视,http://39.134.136.151:6610/000000001000/7304224304099543804/index.m3u8?channel-id=ystenlive&Contentid=7304224304099543804&livemode=1&stbId=00
黑龙江卫视,http://39.134.136.151:6610/000000001000/1000000001000001925/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001925&livemode=1&stbId=00
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8?
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
湖北卫视,http://39.134.136.151:6610/000000001000/1000000001000010355/index.m3u8?channel-id=ystenlive&Contentid=1000000001000010355&livemode=1&stbId=00
湖南卫视,http://39.134.136.151:6610/000000001000/1000000001000009115/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009115&livemode=1&stbId=00
吉林卫视,http://39.134.136.151:6610/000000001000/6042486520432105075/index.m3u8?channel-id=ystenlive&Contentid=6042486520432105075&livemode=1&stbId=00
江苏卫视,http://39.134.136.151:6610/000000001000/1000000001000001828/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001828&livemode=1&stbId=00
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
江西卫视,http://39.134.136.151:6610/000000001000/1000000001000013731/index.m3u8?channel-id=ystenlive&Contentid=1000000001000013731&livemode=1&stbId=00
辽宁卫视,http://39.134.136.151:6610/000000001000/1000000002000024033/index.m3u8?channel-id=ystenlive&Contentid=1000000002000024033&livemode=1&stbId=00
内蒙古卫视,http://39.134.136.151:6610/000000001000/5559214655508729688/index.m3u8?channel-id=ystenlive&Contentid=5559214655508729688&livemode=1&stbId=00
宁夏卫视,http://39.134.136.151:6610/000000001000/7527747602951312973/index.m3u8?channel-id=ystenlive&Contentid=7527747602951312973&livemode=1&stbId=00
青海卫视,http://39.134.136.151:6610/000000001000/1000000002000013359/index.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=00
山东卫视,http://39.134.136.151:6610/000000001000/1000000001000012807/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012807&livemode=1&stbId=00
山西卫视,http://39.134.136.151:6610/000000001000/1000000002000021220/index.m3u8?channel-id=ystenlive&Contentid=1000000002000021220&livemode=1&stbId=00
山西卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?
山西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?
陕西卫视,http://39.134.136.151:6610/000000001000/1000000002000007495/index.m3u8?channel-id=ystenlive&Contentid=1000000002000007495&livemode=1&stbId=00
深圳卫视,http://39.134.136.151:6610/000000001000/1000000001000009227/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009227&livemode=1&stbId=00
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
四川卫视,http://39.134.136.151:6610/000000001000/1000000002000016825/index.m3u8?channel-id=ystenlive&Contentid=1000000002000016825&livemode=1&stbId=00
天津卫视,http://39.134.136.151:6610/000000001000/1000000001000000831/index.m3u8?channel-id=ystenlive&Contentid=1000000001000000831&livemode=1&stbId=00
西藏卫视,http://39.134.136.151:6610/000000001000/6603041244077933770/index.m3u8?channel-id=ystenlive&Contentid=6603041244077933770&livemode=1&stbId=00
西藏卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8?
新疆卫视,http://39.134.136.151:6610/000000001000/5802765535081445534/index.m3u8?channel-id=ystenlive&Contentid=5802765535081445534&livemode=1&stbId=00
云南卫视,http://39.134.136.151:6610/000000001000/1000000002000024694/index.m3u8?channel-id=ystenlive&Contentid=1000000002000024694&livemode=1&stbId=00
浙江卫视,http://39.134.136.151:6610/000000001000/1000000001000009806/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=00
重庆卫视,http://39.134.136.151:6610/000000001000/1000000002000018937/index.m3u8?channel-id=ystenlive&Contentid=1000000002000018937&livemode=1&stbId=00



🎈卫视直播58,#genre#

深圳卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292203.m3u8
广东卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292703.m3u8
浙江卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000295503.m3u8
湖南卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000296203.m3u8
东方卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292403.m3u8
北京卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000272103.m3u8
江苏卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000295603.m3u8
湖北卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000294503.m3u8
广西卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000294203.m3u8
黑龙江卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000293903.m3u8
海南卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000291503.m3u8
重庆卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000297803.m3u8
四川卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000295003.m3u8
河南卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000296103.m3u8
东南卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292503.m3u8
贵州卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000293303.m3u8
辽宁卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000281303.m3u8
安徽卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000298003.m3u8
河北卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000293403.m3u8
山东卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000294803.m3u8
江西卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000294103.m3u8


少儿频道,#genre#
CCTV-14 高清,http://222.128.98.255:4000/rtp/239.3.1.65:8132
空中课堂_一年级,http://liveplay-kk.rtxapp.com/live/program/live/kkyinj/1300000/mnf.m3u8
空中课堂_二年级,http://liveplay-kk.rtxapp.com/live/program/live/kkernj/1300000/mnf.m3u8
空中课堂_三年级,http://liveplay-kk.rtxapp.com/live/program/live/kksannj/1300000/mnf.m3u8
空中课堂_四年级,http://liveplay-kk.rtxapp.com/live/program/live/kksinj/1300000/mnf.m3u8
空中课堂_五年级,http://liveplay-kk.rtxapp.com/live/program/live/kkwunj/1300000/mnf.m3u8
空中课堂_六年级,http://liveplay-kk.rtxapp.com/live/program/live/kkliunj/1300000/mnf.m3u8
空中课堂_初一,http://liveplay-kk.rtxapp.com/live/program/live/kkqinj/1300000/mnf.m3u8
空中课堂_初二,http://liveplay-kk.rtxapp.com/live/program/live/kkbanj/1300000/mnf.m3u8
空中课堂_高一,http://liveplay-kk.rtxapp.com/live/program/live/kkgaoyinj/1300000/mnf.m3u8
空中课堂_高二,http://liveplay-kk.rtxapp.com/live/program/live/kkgaoernj/1300000/mnf.m3u8
空中课堂_高三,http://liveplay-kk.rtxapp.com/live/program/live/kkgaosannj/1300000/mnf.m3u8
哈哈炫动,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226213/index.m3u8
南京少兒,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
嘉佳卡通,http://v2.91kds.cn/b9/itouchtv.m3u8?id=gdjjkt&auth=rinimabi
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
猫和老鼠,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa
童年经典,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_211_600_t10/c57_lb_211_600_t10.m3u8?key=0f2a06793124310bce6ba95fc0ac76131
玩具乐园,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8?key=051d9240247766709d65dde3fcd5cd7bb
怀旧动画,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c53_lb_86_600_t10/c53_lb_86_600_t10.m3u8?key=0b292c335e5837e943a226d3c381f872a
